   8.0000000e+02   8.0100000e+02   8.0200000e+02   5.0000000e-01   2.6250000e-02   9.9750000e-01  -2.3750000e-02
   1.8280000e+03   1.8290000e+03   1.8300000e+03   1.1428571e+00  -1.2408163e-01   7.9102041e-01   3.3306122e-01
   2.8570000e+03   2.8580000e+03   2.8590000e+03   1.7857143e+00   1.8494898e-02   9.9872449e-01  -1.7219388e-02
   3.8850000e+03   3.8860000e+03   3.8870000e+03   2.4285714e+00  -1.2459184e-01   7.7775510e-01   3.4683673e-01
   4.9140000e+03   4.9150000e+03   4.9160000e+03   3.0714286e+00   1.0943878e-02   9.9954082e-01  -1.0484694e-02
   5.9420000e+03   5.9430000e+03   5.9440000e+03   3.7142857e+00  -1.2489796e-01   7.6408163e-01   3.6081633e-01
   6.9710000e+03   6.9720000e+03   6.9730000e+03   4.3571429e+00   3.5969388e-03   9.9994898e-01  -3.5459184e-03
   7.9990000e+03   8.0000000e+03   8.0010000e+03   5.0000000e+00  -1.2500000e-01   7.5000000e-01   3.7500000e-01
   9.0280000e+03   9.0290000e+03   9.0300000e+03   5.6428571e+00  -3.5459184e-03   9.9994898e-01   3.5969388e-03
   1.0057000e+04   1.0058000e+04   1.0059000e+04   6.2857143e+00   3.6081633e-01   7.6408163e-01  -1.2489796e-01
   1.1085000e+04   1.1086000e+04   1.1087000e+04   6.9285714e+00  -1.0484694e-02   9.9954082e-01   1.0943878e-02
   1.2114000e+04   1.2115000e+04   1.2116000e+04   7.5714286e+00   3.4683673e-01   7.7775510e-01  -1.2459184e-01
   1.3142000e+04   1.3143000e+04   1.3144000e+04   8.2142857e+00  -1.7219388e-02   9.9872449e-01   1.8494898e-02
   1.4171000e+04   1.4172000e+04   1.4173000e+04   8.8571429e+00   3.3306122e-01   7.9102041e-01  -1.2408163e-01
   1.5199000e+04   1.5200000e+04   1.5201000e+04   9.5000000e+00  -2.3750000e-02   9.9750000e-01   2.6250000e-02
