   1.3197032039441383E-009   1.2052165424707584        14.781607984902831        15.000224272871399        15.000000159657002        15.000000060028398        15.000000000000824        14.704870992133076        3.1088764208150179        4.3141602355785645E-002   6.3600486891809884E-005   2.5175106917653415E-008   5.3404188091590443E-012   8.5295361221152602E-016   1.0620301949802348E-019   1.1128894622321490E-023   1.0316756689793423E-027   8.7425478230808735E-032   6.9249338136979378E-036   5.2080263433632370E-040   1.1062189416227940E-011  0.35835623855086529        14.197872467025134        14.998795336095553        14.999999619248195        15.000000059945110        14.999999999998675        14.802109429416419        4.9828965230614104       0.22079048276136889        1.1093283952623148E-003   1.3770099348597788E-006   7.7247538422500148E-010   3.1644859987152894E-013   1.0179639426283441E-016   2.7082882454711827E-020   6.2892545689591231E-024   1.3216082927037701E-027   2.5757305472140269E-031   4.7371517522531617E-035
   2.0477298098984188E-021   1.0561534794411953E-003   15.844497620020784        15.001139578085137        15.000000075217436        15.000000060002472        15.000000000001055        14.902180429708380        5.0662619061611105       0.46740948724977710        9.0974647528896564E-003   2.3995405975335953E-005   1.2905033745233200E-008   3.2287526910401657E-012   5.6945736279669953E-016   7.1020814342461955E-020   6.9112416114262729E-024   5.6077926347913845E-028   3.9687884647004434E-032   2.5283983877774024E-036   9.6665419143773475E-029   1.4922414884293606E-006   12.887786090206612        14.998531690708983        14.999999905271496        15.000000059997205        14.999999999998568        14.922088908302708        6.8821266477048439        2.0843110970899312       0.33920196331326319        1.1604156426644389E-002   8.1983447449605014E-005   1.9241216742847105E-007   2.2266979919664486E-010   2.0809197064468516E-013   1.4933859097979935E-016   8.5974157112248686E-020   4.1853605175876181E-023   1.7895785783777538E-026
   1.4995600847177705E-021   3.6157580881572499E-003   21.095415906028165        15.000507150802548        15.000000000064231        15.000000060001430        15.000000000000934        14.930468765251364        2.8096749112754957        1.6118701899871475E-002   5.0704828197367395E-006   8.3002424450773394E-011   5.7117670250405726E-016   2.9351950426416849E-021   8.7713110583581873E-027   1.7294670525327150E-032   2.5249396662591541E-038   2.9504641982944129E-044   2.9108858639464029E-050   2.5179295813576339E-056   5.2086746222726657E-050   1.8333454307521697E-016   2.3328908003363638        14.999040243934349        14.999999999875847        15.000000059998568        14.999999999998565        14.963169130062061        8.0932335407347828        3.9820518039894965        1.7253633629496337       0.53651933198068069        7.4541577421173552E-002   2.7927794556249653E-003   2.8218704332435514E-005   8.4226672427159025E-008   5.0841164914809460E-011   5.4929632960367977E-014   6.1547085732607522E-017   6.1820006332939986E-020
   6.7681315357802001E-038   2.8457790735103774E-009   12.895958633675859        14.999998283406939        14.999999999998568        15.000000059998570        14.999999999998566        14.990765046162352        7.3907033396760520        2.0199382190236195       0.16649380224389176        2.1732907128219655E-004   2.0478807659895440E-010   7.4903961831588968E-015   1.4177348991131633E-019   1.4312230061972310E-024   9.1072490060716830E-030   4.1002597353070200E-035   1.4165878783386269E-040   3.9810290822028822E-046   3.9801801331808365E-030   6.9357868132364248E-006   16.347468058852204        15.000001381567628        15.000000000001609        15.000000060001609        15.000000000000963        14.988528806938811        5.6837297253179671       0.38691550564681287        9.6653119863953198E-004   2.0162954984554508E-010   1.3748479143885644E-015   3.4986104897888733E-021   4.0019187671159763E-027   2.6177225456171134E-033   1.1447669466057324E-039   3.7152343298793645E-046   9.6153130152947699E-053   2.0882032470053233E-059
   6.3144094424695438E-026   9.8472112679989310E-004   21.284014863371585        15.000000000060506        15.000000000001432        15.000000060001431        15.000000000000940        14.989376188045389        2.5923303872380092        4.5926888318996904E-006  -2.6748189192517532E-014  -6.9767571089852087E-020  -6.2360500008830365E-027  -6.9520373603032808E-035  -2.3382531222987371E-043  -3.5624055966731397E-052  -3.1075174474031122E-061  -1.8011179949931293E-070  -7.6654807773912350E-080  -2.5688014572464553E-089   1.2053723055810559E-054   2.9498216508874347E-018   1.0158949389963223        14.999999999829114        14.999999999998566        15.000000059998568        14.999999999998565        14.995086951851331        8.8785832205669113        4.1514517548555769        1.3324835054760920       0.14759485634138611        3.1492213876026450E-005  -7.3470869896907053E-012  -2.2231580981105535E-015  -2.9151034926786657E-019  -1.7499697156728233E-023  -5.5777408605968514E-028  -1.0774112716291847E-032  -1.3986003366300629E-037
   2.9241036400265804E-037   1.2003276654869944E-007   19.957384138160492        15.000000000005111        15.000000000001581        15.000000060001579        15.000000000000934        14.988955680457613        3.7566736197461545        1.0691421650197641E-003  -3.6525537604460376E-011  -7.4658839381936677E-015  -1.3888858771902699E-020  -1.2281389847009507E-027  -1.9403024954208697E-035  -9.7115140813517708E-044  -2.1378240211779047E-052  -2.5585462880891890E-061  -1.9237807078631853E-070  -1.0066622771862053E-079   7.6618478178106065E-065   1.2224779415722194E-022   8.3521967339890892        14.999999999993157        14.999999999998572        15.000000059998570        14.999999999998568        14.992086854029381        6.9031488882675891        3.3313986024855513        1.3613826756476948       0.25354758605040162        3.6458420981084875E-004  -1.8895268840204959E-010  -2.8320499813458575E-013  -8.2016842320957344E-017  -7.1155138253863486E-021  -2.4813484451436855E-025  -4.2756443661293037E-030  -4.2258234608480645E-035
   5.4731739084994296E-035   2.9284038497063735E-006   15.029053937854815        15.000000000001673        15.000000000001572        15.000000060001572        15.000000000000965        14.998025716541330        4.5527481362525375        5.6830739498092730E-004  -1.4651661428387632E-011  -3.0345377493596456E-018  -7.7723384698766568E-027  -1.2458212796531623E-036  -3.0962313989530776E-047  -2.0766171886505569E-058  -5.3664660517801173E-070  -6.7845950001699966E-082  -4.9534212193104034E-094  -2.3516719848926814E-106   3.5640935446059149E-043   7.5090297528251121E-010   14.963847060434054        14.999999999998412        14.999999999998568        15.000000059998570        14.999999999998566        14.998441375169469        6.6854375000294866       0.96823187757903451        9.2012346324115173E-007  -7.1868602500186950E-013  -5.2266573999933883E-019  -1.7553760088588184E-026  -7.2972673041675259E-035  -6.8946428619332010E-044  -2.2009072485798880E-053  -3.1048979396847828E-063  -2.3353610078592809E-073  -1.0716907534054033E-083
   8.5518399379965069E-024   2.0575542857268854E-005   16.277468014096364        15.017621168449201        15.000019680621159        15.000000067762715        15.000000000002897        14.786866962282620        5.8763363391492254        1.3463442708965951       0.20803784643703910        1.5163767781437746E-002   4.5565273457265273E-004   6.1461660739330277E-006   4.6291082493786169E-008   2.4093006682822176E-010   1.0717352890500007E-012   4.0772159175611099E-015   1.3607745048839123E-017   4.1022928493934728E-020   3.3578757685302771E-032   5.7920534418824402E-009   10.434290843899477        14.978737694853059        14.999977084189457        15.000000051000693        14.999999999996703        14.816401756148723        7.0825503337840328        2.8834836754587374        1.2368096124443468       0.37915028371331816        6.0409535126290034E-002   4.5412515360776897E-003   1.8424868891044925E-004   4.7709059125956418E-006   8.8937480072022052E-008   1.3067704225104231E-009   1.7194729446839122E-011   2.0750955917763706E-013
   1.6347920484907577E-015  0.10282636335987264        19.612386644889767        15.005434931280520        15.000000074627041        15.000000060001669        15.000000000000785        14.806763521142006        1.6698809203367633        3.4711603320218220E-003   8.0738343592500512E-007   5.6659527090727308E-011   2.4450919772612245E-015   5.5945205993741454E-020   7.1525720589630656E-025   5.8675193873986792E-030   3.5894394151182654E-035   1.8077852979765439E-040   7.9406466197494262E-046   3.1530190437555939E-051   9.2996131490191008E-055   2.5079331808794240E-020   7.6317222557568658E-003   14.985088984495942        14.999999795549597        15.000000059997660        14.999999999998568        14.928672271187308        8.9789877774392757        4.8150514041586376        2.5709813510421302        1.3101035631085074       0.56495800057899170       0.17078602794636036        2.8944656585014241E-002   2.4974614874751651E-003   1.1880274658881043E-004   3.5236087117738535E-006   7.1914706644595181E-008   1.1043039019487389E-009
   1.8951198968963196E-031   4.4833115367799703E-007   12.404982508565162        14.999654858208672        14.999999999943281        15.000000059998570        14.999999999998566        14.986655967508465        7.7663099208080668        1.8983405248847673        9.8953782488895498E-002   2.6599894740939316E-004   1.7572068422057739E-008   3.1645121613740222E-013   1.4059252896222134E-017   4.3891897689603047E-022   1.0132399849167630E-026   1.8347626538065514E-031   2.7380241661914706E-036   3.4998920684900500E-041   5.7710885445450759E-024   5.0721891831695160E-004   16.157887944223440        15.000249607853455        15.000000000038344        15.000000060001431        15.000000000000940        14.981624146449088        5.4358747615736114       0.23234908286981890        4.6119702083604892E-004   6.1442951049533594E-009   2.2850483896628004E-014   1.3242899128913941E-019   4.8016362724959122E-025   1.1992733103684405E-030   2.2517319630055487E-036   3.3963303547739999E-042   4.3210708214825448E-048   4.8070025821557456E-054
