   3.5183527e-24   1.0350212e-39
   5.2439404e-05   2.7022891e-12
   1.6605123e+01   3.4199628e+00
   1.3016257e+01   1.2975863e+01
   8.2845687e+00   9.7281856e+00
   1.1314527e+00   4.2300583e+00
   4.4273852e-02   1.9195011e+00
   4.1625898e-04   5.8080542e-01
   9.3888824e-07   7.7472244e-02
   5.9005864e-10   3.3783212e-03
   2.1560591e-13   5.5226109e-05
   5.2189795e-17   4.3750987e-07
   9.1918447e-21   2.0428775e-09
   1.2888425e-24   7.7324787e-12
   1.5267482e-28   2.5329960e-14
   1.5912647e-32   6.9315407e-17
   1.5016948e-36   1.6401590e-19
   1.3101480e-40   3.4544341e-22
   1.0731552e-44   6.6209524e-25
   8.3498960e-49   1.1746814e-27
