   5.2200000e-03   1.0306000e-02   2.2400000e-04   4.4800000e-04   2.7800000e-04   3.7600000e-04
   3.3680000e-03   7.7800000e-04   7.8000000e-05   1.2200000e-04   1.5800000e-04   2.5100000e-04
   3.2300000e-04   6.8000000e-05   6.7000000e-05   1.0100000e-04   1.5200000e-04   2.4000000e-04
   1.9900000e-04   3.8000000e-05   7.0000000e-05   9.8000000e-05   1.4700000e-04   2.1200000e-04
   3.3120000e-03   3.3000000e-05   6.0000000e-05   9.8000000e-05   1.3700000e-04   1.9800000e-04
   4.4000000e-05   3.1000000e-05   9.9000000e-05   9.6000000e-05   1.2100000e-04   1.9700000e-04
   2.2000000e-05   3.2000000e-05   6.0000000e-05   9.5000000e-05   1.2100000e-04   1.9700000e-04
   1.9000000e-05   3.2000000e-05   5.8000000e-05   9.3000000e-05   1.2100000e-04   1.9700000e-04
   1.9000000e-05   3.2000000e-05   5.8000000e-05   7.0200000e-04   1.2100000e-04   1.9800000e-04
   1.8000000e-05   3.1000000e-05   5.7000000e-05   1.2900000e-04   1.2100000e-04   4.0800000e-04
   1.8000000e-05   3.1000000e-05   5.8000000e-05   1.0500000e-04   1.6900000e-04   2.1400000e-04
   1.8000000e-05   3.1000000e-05   5.8000000e-05   9.3000000e-05   1.8000000e-04   2.8300000e-04
   1.8000000e-05   3.1000000e-05   1.2500000e-04   1.0400000e-04   1.7600000e-04   1.9900000e-04
   2.8000000e-05   3.1000000e-05   7.2000000e-05   9.7000000e-05   1.4000000e-04   1.9600000e-04
   2.6000000e-05   3.1000000e-05   5.9000000e-05   1.0400000e-04   1.2100000e-04   1.9700000e-04
   1.7000000e-05   3.1000000e-05   8.1000000e-04   9.2000000e-05   1.2100000e-04   1.9700000e-04
   1.8000000e-05   3.1000000e-05   1.0800000e-04   2.0500000e-04   1.4800000e-04   1.9700000e-04
   1.8000000e-05   3.1000000e-05   6.8000000e-05   1.4300000e-04   1.2300000e-04   1.9800000e-04
   1.8000000e-05   3.1000000e-05   6.4000000e-05   1.0300000e-04   1.2100000e-04   2.0700000e-04
   1.7000000e-05   3.1000000e-05   6.1000000e-05   9.7000000e-05   1.2000000e-04   1.9600000e-04
