   1.0000000e+00   5.0000000e+00   9.1212084e+00
   1.1000000e+00   5.0000000e+00   9.1323478e+00
   1.2000000e+00   5.0000000e+00   9.1371275e+00
   1.3000000e+00   5.0000000e+00   9.1419833e+00
   1.4000000e+00   5.0000000e+00   9.1289881e+00
   1.5000000e+00   5.0000000e+00   9.1171124e+00
   1.6000000e+00   5.0000000e+00   9.1353540e+00
   1.7000000e+00   5.0000000e+00   9.1368050e+00
   1.8000000e+00   5.0000000e+00   9.1385725e+00
   1.9000000e+00   5.0000000e+00   9.1265493e+00
   2.0000000e+00   5.0000000e+00   9.1238004e+00
   2.1000000e+00   5.0000000e+00   9.1291892e+00
   2.2000000e+00   5.0000000e+00   9.1402080e+00
   2.3000000e+00   5.0000000e+00   9.1409051e+00
   2.4000000e+00   5.0000000e+00   9.1168570e+00
   2.5000000e+00   5.0000000e+00   9.1258081e+00
   2.6000000e+00   5.0000000e+00   9.1364964e+00
   2.7000000e+00   5.0000000e+00   9.1348882e+00
   2.8000000e+00   5.0000000e+00   9.1342377e+00
   2.9000000e+00   5.0000000e+00   9.1191509e+00
   3.0000000e+00   5.0000000e+00   9.1341630e+00
   1.0000000e+00   5.5000000e+00   9.1387676e+00
   1.1000000e+00   5.5000000e+00   9.1462128e+00
   1.2000000e+00   5.5000000e+00   9.1560452e+00
   1.3000000e+00   5.5000000e+00   9.1627963e+00
   1.4000000e+00   5.5000000e+00   9.1542652e+00
   1.5000000e+00   5.5000000e+00   9.1426788e+00
   1.6000000e+00   5.5000000e+00   9.1540777e+00
   1.7000000e+00   5.5000000e+00   9.1586986e+00
   1.8000000e+00   5.5000000e+00   9.1548509e+00
   1.9000000e+00   5.5000000e+00   9.1472131e+00
   2.0000000e+00   5.5000000e+00   9.1405006e+00
   2.1000000e+00   5.5000000e+00   9.1513056e+00
   2.2000000e+00   5.5000000e+00   9.1561861e+00
   2.3000000e+00   5.5000000e+00   9.1531953e+00
   2.4000000e+00   5.5000000e+00   9.1414981e+00
   2.5000000e+00   5.5000000e+00   9.1421658e+00
   2.6000000e+00   5.5000000e+00   9.1585823e+00
   2.7000000e+00   5.5000000e+00   9.1599736e+00
   2.8000000e+00   5.5000000e+00   9.1520649e+00
   2.9000000e+00   5.5000000e+00   9.1390426e+00
   3.0000000e+00   5.5000000e+00   9.1437801e+00
   1.0000000e+00   6.0000000e+00   9.1596653e+00
   1.1000000e+00   6.0000000e+00   9.1632652e+00
   1.2000000e+00   6.0000000e+00   9.1703844e+00
   1.3000000e+00   6.0000000e+00   9.1730018e+00
   1.4000000e+00   6.0000000e+00   9.1674176e+00
   1.5000000e+00   6.0000000e+00   9.1565184e+00
   1.6000000e+00   6.0000000e+00   9.1646017e+00
   1.7000000e+00   6.0000000e+00   9.1772948e+00
   1.8000000e+00   6.0000000e+00   9.1728350e+00
   1.9000000e+00   6.0000000e+00   9.1668287e+00
   2.0000000e+00   6.0000000e+00   9.1562346e+00
   2.1000000e+00   6.0000000e+00   9.1696958e+00
   2.2000000e+00   6.0000000e+00   9.1724971e+00
   2.3000000e+00   6.0000000e+00   9.1679161e+00
   2.4000000e+00   6.0000000e+00   9.1600701e+00
   2.5000000e+00   6.0000000e+00   9.1521089e+00
   2.6000000e+00   6.0000000e+00   9.1690131e+00
   2.7000000e+00   6.0000000e+00   9.1735093e+00
   2.8000000e+00   6.0000000e+00   9.1685429e+00
   2.9000000e+00   6.0000000e+00   9.1580184e+00
   3.0000000e+00   6.0000000e+00   9.1685501e+00
   1.0000000e+00   6.5000000e+00   9.1758246e+00
   1.1000000e+00   6.5000000e+00   9.1741131e+00
   1.2000000e+00   6.5000000e+00   9.1834306e+00
   1.3000000e+00   6.5000000e+00   9.1835758e+00
   1.4000000e+00   6.5000000e+00   9.1771271e+00
   1.5000000e+00   6.5000000e+00   9.1704968e+00
   1.6000000e+00   6.5000000e+00   9.1751030e+00
   1.7000000e+00   6.5000000e+00   9.1835522e+00
   1.8000000e+00   6.5000000e+00   9.1810686e+00
   1.9000000e+00   6.5000000e+00   9.1762336e+00
   2.0000000e+00   6.5000000e+00   9.1657934e+00
   2.1000000e+00   6.5000000e+00   9.1792175e+00
   2.2000000e+00   6.5000000e+00   9.1852118e+00
   2.3000000e+00   6.5000000e+00   9.1778280e+00
   2.4000000e+00   6.5000000e+00   9.1721431e+00
   2.5000000e+00   6.5000000e+00   9.1722594e+00
   2.6000000e+00   6.5000000e+00   9.1776785e+00
   2.7000000e+00   6.5000000e+00   9.1826662e+00
   2.8000000e+00   6.5000000e+00   9.1763950e+00
   2.9000000e+00   6.5000000e+00   9.1686823e+00
   3.0000000e+00   6.5000000e+00   9.1727482e+00
   1.0000000e+00   7.0000000e+00   9.1751695e+00
   1.1000000e+00   7.0000000e+00   9.1728563e+00
   1.2000000e+00   7.0000000e+00   9.1851904e+00
   1.3000000e+00   7.0000000e+00   9.1863660e+00
   1.4000000e+00   7.0000000e+00   9.1846270e+00
   1.5000000e+00   7.0000000e+00   9.1725366e+00
   1.6000000e+00   7.0000000e+00   9.1801874e+00
   1.7000000e+00   7.0000000e+00   9.1866584e+00
   1.8000000e+00   7.0000000e+00   9.1854076e+00
   1.9000000e+00   7.0000000e+00   9.1826559e+00
   2.0000000e+00   7.0000000e+00   9.1686190e+00
   2.1000000e+00   7.0000000e+00   9.1866995e+00
   2.2000000e+00   7.0000000e+00   9.1878521e+00
   2.3000000e+00   7.0000000e+00   9.1827761e+00
   2.4000000e+00   7.0000000e+00   9.1771883e+00
   2.5000000e+00   7.0000000e+00   9.1731426e+00
   2.6000000e+00   7.0000000e+00   9.1871398e+00
   2.7000000e+00   7.0000000e+00   9.1860620e+00
   2.8000000e+00   7.0000000e+00   9.1838130e+00
   2.9000000e+00   7.0000000e+00   9.1720092e+00
   3.0000000e+00   7.0000000e+00   9.1763447e+00
   1.0000000e+00   7.5000000e+00   9.1757247e+00
   1.1000000e+00   7.5000000e+00   9.1766467e+00
   1.2000000e+00   7.5000000e+00   9.1880021e+00
   1.3000000e+00   7.5000000e+00   9.1870543e+00
   1.4000000e+00   7.5000000e+00   9.1800641e+00
   1.5000000e+00   7.5000000e+00   9.1735977e+00
   1.6000000e+00   7.5000000e+00   9.1772310e+00
   1.7000000e+00   7.5000000e+00   9.1856735e+00
   1.8000000e+00   7.5000000e+00   9.1843712e+00
   1.9000000e+00   7.5000000e+00   9.1777994e+00
   2.0000000e+00   7.5000000e+00   9.1736690e+00
   2.1000000e+00   7.5000000e+00   9.1824479e+00
   2.2000000e+00   7.5000000e+00   9.1885364e+00
   2.3000000e+00   7.5000000e+00   9.1883362e+00
   2.4000000e+00   7.5000000e+00   9.1738239e+00
   2.5000000e+00   7.5000000e+00   9.1707802e+00
   2.6000000e+00   7.5000000e+00   9.1865708e+00
   2.7000000e+00   7.5000000e+00   9.1863849e+00
   2.8000000e+00   7.5000000e+00   9.1828412e+00
   2.9000000e+00   7.5000000e+00   9.1753650e+00
   3.0000000e+00   7.5000000e+00   9.1728570e+00
   1.0000000e+00   8.0000000e+00   9.1647958e+00
   1.1000000e+00   8.0000000e+00   9.1655998e+00
   1.2000000e+00   8.0000000e+00   9.1819164e+00
   1.3000000e+00   8.0000000e+00   9.1839044e+00
   1.4000000e+00   8.0000000e+00   9.1741692e+00
   1.5000000e+00   8.0000000e+00   9.1615491e+00
